Z30_REC_KEY	fake_instance_id	SUPPRESS_IN_OPAC	holdings_note	PERM_LOCATION	SIGNATURA
000000519_0001	000000519	0		SVKPK-BOR17
000000519_0002	000000519	0		SVKPK-HLAV
000001448_0001	000001448	0		SVKPK-BOR2
000001513_0001	000001513	0		SVKPK-BOR2
000001859_0001	000001859	0		SVKPK-BOR2
000001918_0001	000001918	0		SVKPK-BOR17
000002681_0001	000002681	0		SVKPK-BOR2
000003035_0001	000003035	0		SVKPK-BOR2
000003035_0002	000003035	0		SVKPK-CIT
000003035_0003	000003035	0		SVKPK-HLAV
000003035_0004	000003035	0		SVKPK-STOD
000003402_0001	000003404	0		SVKPK-BOR2
000003402_0002	000003404	0		SVKPK-BUSOV
000003488_0001	000003490	0		SVKPK-BOR16
000003488_0002	000003490	0		SVKPK-BOR2
000003488_0003	000003490	0		SVKPK-HLAV
000003488_0004	000003490	0		SVKPK-VZAC
000004528_0001	000004531	0		SVKPK-BOR17
000005737_0001	000005742	0		SVKPK-BOR17
000008426_0001	000008431	0		SVKPK-BOR2
000009171_0001	000009176	0		SVKH-HUD
000009171_0002	000009176	0		SVKPK-BOR17
000009348_0001	000009353	0		SVKPK-BOR16
000009348_0002	000009353	0		SVKPK-BOR2
000009516_0001	000009521	0		SVKPK-BOR17
000012700_0001	000012705	0		SVKPK-BOR2
000012987_0001	000012992	0		SVKPK-BOR2
000013445_0001	000013450	0		SVKPK-BOR17
000013445_0002	000013450	0		SVKPK-BOR2
000015484_0001	000015489	0		SVKPK-HLAV
000018926_0001	000018932	0		SVKPK-BOR2
000018926_0002	000018932	0		SVKPK-STUD
000025008_0001	000025014	0		SVKPK-BUSOV
000026730_0001	000026736	0		SVKPK-BOR17
000026730_0002	000026736	0		SVKPK-HIST
000026730_0003	000026736	0		SVKPK-SPEC
000026730_0004	000026736	0		SVKPK-STUD
000026756_0001	000026762	0		SVKPK-BOR17
000027569_0001	000027575	0		SVKPK-HLAV
000029946_0001	000029952	0		SVKPK-BOR2
000029957_0001	000029963	0		SVKPK-BOR2
000037236_0001	000037243	0		SVKPK-BOR2
000048219_0001	000048229	0		SVKPK-BOR17
000048219_0002	000048229	0		SVKPK-BOR2
000067149_0001	000067159	0		SVKH-HUD
000069798_0001	000069808	0		ROMA-ITAL
000069798_0002	000069808	0		SVKPK-BOR2
000076944_0001	000076961	0		SVKPK-BOR2
000076944_0002	000076961	0		SVKPK-CIT
000076944_0003	000076961	0		SVKPK-HLAV
000076944_0004	000076961	0		SVKPK-ODZKF
000077887_0001	000077904	0		SVKA-HLAV
000077887_0002	000077904	0		SVKPK-HLAV
000077888_0001	000077905	0		SVKA-HLAV
000077888_0002	000077905	0		SVKPK-HLAV
000078204_0001	000078221	0		SVKA-HLAV
000083499_0001	000083516	0		SVKPK-BOR2
000083499_0002	000083516	0		SVKPK-CIT
000083499_0003	000083516	0		SVKPK-HLAV
000086868_0001	000086885	0		SVKPK-BOR2
000086868_0002	000086885	0		SVKPK-STUD
000089182_0001	000089199	0		SVKPK-BOR2
000089184_0001	000089201	0		SVKPK-BOR2
000089607_0001	000089624	0		SVKA-HLAV
000090912_0001	000090929	0		SVKPK-BOR2
000090912_0002	000090929	0		SVKPK-HIST
000101556_0001	000101579	0		RAKO-RAKO
000101556_0002	000101579	0		SVKPK-BOR2
000101556_0003	000101579	0		SVKPK-HLAV
000103377_0001	000103400	0		SVKPK-BOR2
000103377_0002	000103400	0		SVKPK-HLAV
000103377_0003	000103400	0		SVKPK-REG
000137053_0001	000137117	0		SVKPK-BOR2
000137053_0002	000137117	0		SVKPK-CIT
000137053_0003	000137117	0		SVKPK-HLAV
000151877_0001	000151948	0		SVKPK-BOR2
000151877_0002	000151948	0		SVKPK-HLAV
000151877_0003	000151948	0		SVKPK-REG
000154987_0001	000155062	0		ROMA-FRAN
000154987_0002	000155062	0		SVKPK-BOR2
000158970_0001	000159045	0		SVKPK-BOR2
000158970_0002	000159045	0		SVKPK-HIST
000158970_0003	000159045	0		SVKPK-REST
000164857_0001	000164936	0		ANGL-ANGL
000164860_0001	000164939	0		ANGL-ANGL
000167670_0001	000167749	0		SVKPK-BOR2
000169791_0001	000169871	0		SVKPK-HLAV
000185788_0001	000185889	0		SVKPK-BOR16
000192314_0001	000192421	0		SVKPK-HLAV
000192314_0002	000192421	0		SVKPK-STUD
000194101_0001	000194208	0		SVKPK-BOR16
000194101_0002	000194208	0		SVKPK-BOR2
000202074_0001	000202250	0		SVKPK-BOR17
000204386_0001	000204581	0		SVKPK-BOR17
000204386_0002	000204581	0		SVKPK-SPEC
000210585_0001	000210867	0		SVKPK-BOR17
000216395_0001	000216727	0		SVKPK-STOD
000243327_0001	000244450	0		SVKPK-HLAV
000243328_0001	000244451	0		SVKPK-HLAV
000243329_0001	000244452	0		SVKPK-HLAV
000244256_0001	000245441	0		SVKPK-BOR17
000244256_0002	000245441	0		SVKPK-SPEC
000269521_0001	000272375	0		SVKPK-BOR17
000276054_0001	000279255	0		SVKPK-BOR2
000276054_0002	000279255	0		SVKPK-CIT
000276054_0003	000279255	0		SVKPK-HLAV
000277111_0001	000280312	0		SVKPK-CIT
000277613_0001	000280814	0		SVKPK-BOR2
000277613_0002	000280814	0		SVKPK-HLAV
000277613_0003	000280814	0		SVKPK-REG
000288650_0001	000288650	0		SVKPK-BUSOV
000308286_0001	000308286	0		SVKPK-BOR17
000308753_0001	000308753	0		ANGL-ANGL
000308753_0002	000308753	0		SVKPK-HLAV
000311648_0001	000311648	0		SVKPK-BOR2
000318754_0001	000318754	0		SVKPK-HLAV
000320693_0001	000320693	0		ST_VS-BOR2
000320693_0002	000320693	0		ST_2P-SPEC
000320693_0003	000320693	0		SVKPK-BOR2
000320693_0004	000320693	0		SVKPK-HLAV
000320693_0005	000320693	0		SVKPK-SPEC
000330412_0001	000330412	0		SVKPK-BOR17
000334232_0001	000334232	0		SVKPK-BOR17
000335873_0001	000335873	0		SVKPK-BOR2
000335873_0002	000335873	0		SVKPK-CIT
000335873_0003	000335873	0		SVKPK-HLAV
000335873_0004	000335873	0		SVKPK-ODZKF
000335873_0005	000335873	0		SVKPK-RED
000338347_0001	000338347	0		SVKPK-BOR17
000338347_0002	000338347	0		SVKPK-BOR2
000346094_0001	000346094	0		SVKPK-BUSOV
000375234_0001	000375234	0		ST_VS-BOR2
000375234_0002	000375234	0		SVKPK-BOR17
000375234_0003	000375234	0		SVKPK-BOR2
000375234_0004	000375234	0		SVKPK-STOD
000375985_0001	000375985	0		SVKPK-BUSOV
000376142_0001	000376142	0		SVKPK-STOD
000376591_0001	000376591	0		SVKPK-BOR17
000378736_0001	000378736	0		SVKPK-BOR17
000389749_0001	000389749	0		SVKPK-BOR2
000389749_0002	000389749	0		SVKPK-STUD
000396874_0001	000396874	0		PRAHA-PRAHA
000396874_0002	000396874	0		SVKPK-CIT
000398120_0001	000398120	0		SVKPK-BOR17
000399117_0001	000399117	0		ANGL-ANGL
000399932_0001	000399932	0		SVKPK-BOR17
000400417_0001	000400417	0		ANGL-ANGL
000405916_0001	000405916	0		SVKPK-HLAV
000410132_0001	000410132	0		SVKPK-BOR2
000410132_0002	000410132	0		SVKPK-CIT
000410132_0003	000410132	0		SVKPK-EKO
000410132_0004	000410132	0		SVKPK-HLAV
000415474_0001	000415474	0		SVKPK-BOR2
000415474_0002	000415474	0		SVKPK-OVOK
000426345_0001	000426345	0		SVKPK-HLAV
000428795_0001	000428791	0		SVKPK-STUD
000440090_0001	000440090	0		SVKPK-BOR2
000443325_0001	000443324	0		SVKPK-BOR2
000443325_0002	000443324	0		SVKPK-HLAV
000449453_0001	000449453	0		SVKPK-BOR2
000470466_0001	000470434	0		PRAHA-PRAHA
000472873_0001	000472873	0		SVKPK-BOR2
000472873_0002	000472873	0		SVKPK-HLAV
000472873_0003	000472873	0		SVKPK-REG
000565683_0001	000565649	0		RAKO-RAKO
000565835_0001	000565737	0		SVKPK-BOR17
000565835_0002	000565737	0		SVKPK-BOR2
000565835_0003	000565737	0		SVKPK-STOD
000565840_0001	000565802	0		SVKPK-BOR17
000567774_0001	000567772	0		SVKPK-BOR2
000568375_0001	000568373	0		SVKPK-STOD
000568534_0001	000568534	0		SVKPK-STOD
000580062_0001	000580062	0		SVKPK-BOR2
000580062_0002	000580062	0		SVKPK-OVOK
000613700_0001	000613700	0		SVKPK-BOR2
000613700_0002	000613700	0		SVKPK-EKO
000613700_0003	000613700	0		SVKVV-VOLNY
000621559_0001	000621559	0		SVKPK-BOR2
000640803_0001	000640803	0		SVKPK-BOR2
000640803_0002	000640803	0		SVKPK-EKO
000640803_0003	000640803	0		SVKPK-HLAV
000640803_0004	000640803	0		SVKPK-STUD
000648133_0001	000648133	0		SVKPK-BOR17
000653480_0001	000653480	0		SVKPK-BOR2
000653480_0002	000653480	0		SVKPK-EKO
000659720_0001	000659713	0		ROMA-HISP
000659720_0002	000659713	0		SVKVV-VOLNY
000782638_0001	000669143	0		SVKPK-VZAC
000671238_0001	000671238	0		SVKPK-BOR2
000671238_0002	000671238	0		SVKPK-EKO
000671238_0003	000671238	0		SVKVV-VOLNY
000674772_0001	000674772	0		SVKPK-STOD
000675527_0001	000675527	0		SVKPK-HLAV
000675684_0001	000675684	0		SVKPK-HIST
000675684_0002	000675684	0		SVKVV-VOLNY
000681005_0001	000681005	0		SVKPK-STUD
000681005_0002	000681005	0		SVKVV-VOLNY
000704457_0001	000704456	0		SVKPK-BOR2
000704457_0002	000704456	0		SVKPK-VZAC
000719285_0001	000719285	0		SVKPK-CIT
000719285_0002	000719285	0		SVKPK-HLAV
000727487_0001	000727487	0		SVKPK-BOR2
000727487_0002	000727487	0		SVKPK-BUSOV
000744259_0001	000744259	0		ROMA-HISP
000744259_0002	000744259	0		SVKVV-VOLNY
000749428_0001	000749428	0		SVKPK-HLAV
000749428_0002	000749428	0		SVKPK-SPEC
000749428_0003	000749428	0		SVKVV-VOLNY
000752943_0001	000752943	0		NEME-NEME
000752943_0002	000752943	0		RAKO-RAKO
000754615_0001	000754615	0		ROMA-FRAN
000754615_0002	000754615	0		SVKPK-HLAV
000758992_0001	000758989	0		SVKPK-HLAV
000758992_0002	000758989	0		SVKPK-SPEC
000758992_0003	000758989	0		SVKVV-VOLNY
000760073_0001	000760073	0		ROMA-FRAN
000770601_0001	000770601	0		SVKPK-HLAV
000770601_0002	000770601	0		SVKPK-SPEC
000770601_0003	000770601	0		SVKVV-VOLNY
000772944_0001	000772944	0		SVKPK-BOR17
000775515_0001	000775515	0		ROMA-ITAL
000775516_0001	000775516	0		ROMA-ITAL
000775520_0001	000775518	0		ROMA-ITAL
000775521_0001	000775519	0		ROMA-ITAL
000775522_0001	000775520	0		ROMA-ITAL
000775523_0001	000775521	0		ROMA-ITAL
000775524_0001	000775522	0		ROMA-ITAL
000775525_0001	000775523	0		ROMA-ITAL
000775527_0001	000775525	0		ROMA-ITAL
000775528_0001	000775527	0		ROMA-ITAL
000775538_0001	000775537	0		RAKO-RAKO
000775542_0001	000775540	0		RAKO-RAKO
000775852_0001	000775851	0		SVKPK-HLAV
000775852_0002	000775851	0		SVKPK-NAM
000776114_0001	000776113	0		SVKPK-BUSOV
000776116_0001	000776115	0		SVKPK-BUSOV
000776118_0001	000776117	0		SVKPK-BUSOV
000776133_0001	000776124	0		SVKPK-BUSOV
000776136_0001	000776134	0		SVKPK-BUSOV
000776138_0001	000776137	0		SVKPK-BUSOV
000776474_0001	000776471	0		SVKPK-STOD
000776795_0001	000776792	0		SVKPK-HIST
000776795_0002	000776792	0		SVKPK-HLAV
000776823_0001	000776821	0		SVKPK-STUD
000776823_0002	000776821	0		SVKVV-VOLNY
000776853_0001	000776853	0		NEME-NEME
000776854_0001	000776854	0		NEME-NEME
000776874_0001	000776874	0		NEMEA-NEME
000777394_0001	000777394	0		SVKPK-BOR16
000777394_0002	000777394	0		SVKPK-STOD
000777633_0001	000777633	0		ROMA-FRAN
000777641_0001	000777641	0		ROMA-FRAN
000777859_0001	000777859	0		SVKPK-STUD
000777944_0001	000777943	0		SVKPK-BOR2
000777944_0002	000777943	0		SVKPK-STUD
000777944_0003	000777943	0		SVKVV-VOLNY
000778186_0001	000778185	0		ROMA-ITAL
000778187_0001	000778186	0		ROMA-HISP
000778187_0002	000778186	0		ROMA-ITAL
000778236_0001	000778234	0		SVKPK-BOR17
000778264_0001	000778263	0		ANGL-ANGL
000778792_0001	000778790	0		SVKH-HUD
000779566_0001	000779566	0		ANGL-ANGL
000779671_0001	000779671	0		ROMA-HISP
000779674_0001	000779674	0		ROMA-HISP
000780203_0001	000780203	0		ROMA-ITAL
000780265_0001	000780265	0		SVKPK-HIST
000780265_0002	000780265	0		SVKVV-VOLNY
000780272_0001	000780272	0		SVKPK-EKO
000780272_0002	000780272	0		SVKVV-VOLNY
000780414_0001	000780414	0		ROMA-HISP
000780414_0002	000780414	0		SVKPK-BOR17
000780552_0001	000780552	0		ROMA-ITAL
000780572_0001	000780571	0		ROMA-ITAL
000780576_0001	000780575	0		ROMA-ITAL
000781116_0001	000781116	0		SVKPK-BOR17
000781714_0001	000781714	0		SVKPK-BOR17
000782453_0001	000782452	0		RAKO-RAKO
000782454_0001	000782453	0		RAKO-RAKO
000782455_0001	000782454	0		RAKO-RAKO
000782456_0001	000782455	0		RAKO-RAKO
000782458_0001	000782457	0		RAKO-RAKO
000782461_0001	000782460	0		RAKO-RAKO
000782480_0001	000782480	0		RAKO-RAKO
000783577_0001	000783575	0		SVKPK-BUSOV
000783580_0001	000783578	0		SVKPK-BUSOV
000784378_0001	000784378	0		SVKPK-BUSOV
000784379_0001	000784379	0		SVKPK-BUSOV
000784799_0001	000784799	0		SVKPK-BUSOV
000784803_0001	000784803	0		SVKPK-BUSOV
000784823_0001	000784823	0		SVKPK-BUSOV
000784824_0001	000784824	0		SVKPK-BUSOV
000784901_0001	000784901	0		SVKPK-BOR2
000784971_0001	000784971	0		NEMEV-NEME
000784972_0001	000784972	0		NEMEV-NEME
000784973_0001	000784973	0		NEMEV-NEME
000784993_0001	000784993	0		NEMEV-NEME
000785940_0001	000785940	0		SVKPK-STOD
000785941_0001	000785941	0		SVKPK-BOR17
000785942_0001	000785942	0		SVKPK-BOR17
000785944_0001	000785944	0		SVKPK-BOR17
000785945_0001	000785945	0		SVKPK-STOD
000785946_0001	000785946	0		SVKPK-BOR17
000786115_0001	000786112	0		ANGL-ANGL
000786756_0001	000786756	0		ROMA-FRAN
000786819_0001	000786819	0		SVKPK-OVOK
000786819_0002	000786819	0		SVKVV-VOLNY
000786866_0001	000786866	0		SVKPK-STOD
000787014_0001	000787014	0		SVKPK-STOD
000787015_0001	000787015	0		SVKPK-STOD
000787020_0001	000787020	0		SVKPK-STOD
000787356_0001	000787356	0		SVKPK-BUSOV
000787370_0001	000787370	0		SVKPK-BUSOV
000787559_0001	000787559	0		ANGL-ANGL
000788435_0001	000788427	0		ROMA-FRAN
000788437_0001	000788429	0		ROMA-FRAN
000788441_0001	000788433	0		ROMA-FRAN
000788552_0001	000788545	0		SVKPK-STOD
000788578_0001	000788573	0		ROMA-FRAN
000788579_0001	000788574	0		ROMA-FRAN
000788610_0001	000788609	0		ROMA-FRAN
000788611_0001	000788610	0		ROMA-FRAN
000788640_0001	000788637	0		ROMA-FRAN
000788653_0001	000788650	0		ROMA-FRAN
000788658_0001	000788655	0		ROMA-FRAN
000790170_0001	000790170	0		SVKPK-HLAV
000790178_0001	000790178	0		SVKPK-VZAC
000790244_0001	000790244	0		SVKPK-BOR2
000790698_0001	000790698	0		SVKPK-BUSOV
000790936_0001	000790936	0		SVKVV-VOLNY
000790941_0001	000790941	0		SVKVV-VOLNY
000791119_0001	000791119	0		SVKPK-BOR17
000791126_0001	000791126	0		SVKPK-BOR17
000792115_0001	000792115	0		SVKH-HUD
000792346_0001	000792345	0		SVKH-HUD
000792799_0001	000792799	0		SVKVV-VOLNY
000794333_0001	000794333	0		SVKPK-OVOK
000794333_0002	000794333	0		SVKVV-VOLNY
000795209_0001	000795206	0		SVKPK-HIST
000795209_0002	000795206	0		SVKPK-HLAV
000795209_0003	000795206	0		SVKPK-STUD
000795209_0004	000795206	0		SVKVV-VOLNY
000797068_0001	000797068	0		SVKPK-VZAC
000797556_0001	000797556	0		SVKH-HUD
000797664_0001	000797664	0		SVKPK-HLAV
000797664_0002	000797664	0		SVKPK-STUD
000797955_0001	000797955	0		SVKPK-HIST
000797955_0002	000797955	0		SVKVV-VOLNY
000799903_0001	000799903	0		ROMA-HISP
000799925_0001	000799925	0		SVKPK-HIST
000799925_0002	000799925	0		SVKVV-VOLNY
000799943_0001	000799943	0		ROMA-ITAL
000799945_0001	000799945	0		ROMA-HISP
000799948_0001	000799948	0		ROMA-HISP
000800238_0001	000800237	0		SVKPK-HIST
000800238_0002	000800237	0		SVKPK-HLAV
000800951_0001	000800950	0		ROMA-FRAN
000800977_0001	000800976	0		ANGL-ANGL
000801012_0001	000801012	0		ROMA-FRAN
000801016_0001	000801015	0		ROMA-ITAL
000801261_0001	000801261	0		ROMA-HISP
000802044_0001	000802044	0		SVKVV-VOLNY
000803002_0001	000803002	0		SVKPK-STOD
000803006_0001	000803006	0		SVKPK-STOD
000803663_0001	000803663	0		SVKPK-HIST
000803663_0002	000803663	0		SVKVV-VOLNY
000803992_0001	000803992	0		SVKPK-HLAV
000803992_0002	000803992	0		SVKPK-SPEC
000803992_0003	000803992	0		SVKVV-VOLNY
000804069_0001	000804069	0		SVKPK-BOR17
000804312_0001	000804312	0		SVKPK-HLAV
000804911_0001	000804911	0		ROMA-SVYC
000804917_0001	000804917	0		ROMA-SVYC
000804918_0001	000804918	0		ROMA-SVYC
000804934_0001	000804934	0		ROMA-SVYC
000804953_0001	000804953	0		ROMA-SVYC
000804957_0001	000804957	0		ROMA-SVYC
000805034_0001	000805034	0		ROMA-SVYC
000805107_0001	000805106	0		ROMA-SVYC
000805285_0001	000805285	0		ROMA-SVYC
000805286_0001	000805286	0		ROMA-SVYC
000805288_0001	000805288	0		ROMA-SVYC
000805414_0001	000805414	0		ROMA-SVYC
000805415_0001	000805415	0		ROMA-SVYC
000805416_0001	000805416	0		ROMA-SVYC
000805417_0001	000805417	0		ROMA-SVYC
000805418_0001	000805418	0		ROMA-SVYC
000805419_0001	000805419	0		ROMA-SVYC
000805420_0001	000805420	0		ROMA-SVYC
000805422_0001	000805422	0		ROMA-SVYC
000806763_0001	000806763	0		SVKPK-HIST
000806763_0002	000806763	0		SVKPK-HLAV
000806949_0001	000806949	0		SVKPK-HIST
000806949_0002	000806949	0		SVKVV-VOLNY
000807233_0001	000807233	0		SLEP-SLEP
000807233_0002	000807233	0		SVKH-HUD
000809420_0001	000809419	0		SVKPK-STOD
000809681_0001	000809680	0		SVKPK-STUD
000809681_0002	000809680	0		SVKVV-VOLNY
000810405_0001	000809994	0		SVKPK-HLAV
000810405_0002	000809994	0		SVKPK-REG
000810568_0001	000810568	0		SVKPK-STOD
000810745_0001	000810745	0		SVKVV-VOLNY
000811272_0001	000811271	0		SVKVV-VOLNY
000811280_0001	000811279	0		ANGL-ANGL
000811284_0001	000811283	0		ANGL-ANGL
000811938_0001	000811938	0		SVKPK-HLAV
000811938_0002	000811938	0		SVKPK-SPEC
000811938_0003	000811938	0		SVKVV-VOLNY
000812258_0001	000812258	0		ROMA-HISP
000812259_0001	000812259	0		ROMA-HISP
000812261_0001	000812261	0		ROMA-HISP
000812266_0001	000812266	0		ROMA-HISP
000812267_0001	000812267	0		NEME-NEME
000812271_0001	000812270	0		ROMA-HISP
000812272_0001	000812271	0		ROMA-HISP
000812275_0001	000812274	0		ROMA-HISP
000812673_0001	000812673	0		SVKPK-STOD
000812674_0001	000812674	0		SVKPK-STOD
000812980_0001	000812980	0		SVKPK-HLAV
000812980_0002	000812980	0		SVKPK-REG
000813159_0001	000813154	0		SVKPK-STUD
000813159_0002	000813154	0		SVKVV-VOLNY
000813462_0001	000813455	0		SVKVV-VOLNY
000813810_0001	000813807	0		SVKPK-STOD
000814217_0001	000814215	0		SVKPK-STOD
000814574_0001	000814574	0		SVKPK-STUD
000814574_0002	000814574	0		SVKVV-VOLNY
000815903_0001	000815899	0		SVKPK-HLAV
000816138_0001	000816135	0		SVKPK-IT
000816190_0001	000816187	0		SLEP-SLEP
000816191_0001	000816188	0		SLEP-SLEP
000816192_0001	000816189	0		SLEP-SLEP
000816193_0001	000816190	0		SLEP-SLEP
000816672_0001	000816672	0		SVKPK-VZAC
000817150_0001	000817149	0		SVKPK-VZAC
000817151_0001	000817150	0		SVKPK-VZAC
000817153_0001	000817152	0		SVKPK-VZAC
000817154_0001	000817153	0		SVKPK-VZAC
000817156_0001	000817155	0		SVKPK-VZAC
000817157_0001	000817156	0		SVKPK-VZAC
000817242_0001	000817242	0		SVKPK-CIT
000817242_0002	000817242	0		SVKPK-HLAV
000817319_0001	000817319	0		SVKPK-VZAC
000817322_0001	000817322	0		SVKPK-VZAC
000817867_0001	000817867	0		SVKVV-VOLNY
000817983_0001	000817983	0		SVKPK-BOR2
000818268_0001	000818268	0		SVKPK-BOR2
000818268_0002	000818268	0		SVKPK-SPEC
000818306_0001	000818306	0		SVKPK-STUD
000818306_0002	000818306	0		SVKVV-VOLNY
000818567_0001	000818567	0		SVKPK-OVOK
000818567_0002	000818567	0		SVKVV-VOLNY
000819227_0001	000819226	0		RAKO-RAKO
000819253_0001	000819252	0		ROMA-FRAN
000819879_0001	000819879	0		SVKPK-REG
000820506_0001	000820506	0		ROMA-FRAN
000820514_0001	000820514	0		ROMA-FRAN
000820533_0001	000820533	0		ROMA-FRAN
000820669_0001	000820668	0		SVKPK-VZAC
000820855_0001	000820855	0		RAKO-RAKO
000821081_0001	000821080	0		ROMA-FRAN
000821085_0001	000821083	0		RAKO-RAKO
000821089_0001	000821086	0		NEME-NEME
000877961_0001	000877961	0		NEME-NEME
000877961_0002	000877961	0		SVKPK-HLAV
000878006_0001	000878006	0		SVKPK-STUD
000878451_0001	000878451	0		ROMA-HISP
000878476_0001	000878476	0		NEME-NEME
000878920_0001	000878919	0		SVKH-HUD
000879638_0001	000879638	0		RAKO-RAKO
000879754_0001	000879754	0		NEME-NEME
000882920_0001	000882917	0		SVKPK-HLAV
000882920_0002	000882917	0		SVKPK-STUD
000882920_0003	000882917	0		SVKVV-VOLNY
000883047_0001	000883043	0		SVKPK-STUD
000883047_0002	000883043	0		SVKVV-VOLNY
000883367_0001	000883367	0		SVKH-HUD
000883803_0001	000883803	0		SVKPK-HIST
000883803_0002	000883803	0		SVKVV-VOLNY
000883890_0001	000883890	0		SVKPK-HIST
000883890_0002	000883890	0		SVKVV-VOLNY
000884013_0001	000884013	0		SVKPK-HIST
000884013_0002	000884013	0		SVKPK-HLAV
000885964_0001	000885964	0		ISVAZ-HLAV
000885964_0002	000885964	0		SVKPK-CIT
000885964_0003	000885964	0		SVKPK-HLAV
000886544_0001	000886544	0		ANGL-ANGL
000886745_0001	000886743	0		ANGL-ANGL
000886833_0001	000886830	0		SVKPK-BOR2
000886834_0001	000886831	0		SVKVV-VOLNY
000886835_0001	000886832	0		SVKPK-BOR2
000886836_0001	000886833	0		SVKPK-HLAV
000886921_0001	000886921	0		ROMA-ITAL
000886927_0001	000886927	0		ROMA-ITAL
000886938_0001	000886938	0		ROMA-FRAN
000886966_0001	000886966	0		SVKPK-BOR17
000886971_0001	000886971	0		SVKPK-BOR17
000886988_0001	000886988	0		SVKPK-BOR2
000887408_0001	000887407	0		SVKVV-VOLNY
000887945_0001	000887945	0		SVKPK-STUD
000887945_0002	000887945	0		SVKVV-VOLNY
000888149_0001	000888149	0		RAKO-RAKO
000888166_0001	000888166	0		RAKO-RAKO
000888189_0001	000888189	0		SVKPK-BOR17
000888653_0001	000888653	0		SVKPK-CIT
000888749_0001	000888749	0		ANGL-ANGL
000888750_0001	000888750	0		ANGL-ANGL
000888941_0001	000888941	0		SVKPK-CIT
000890810_0001	000890809	0		SVKPK-RED
000890811_0001	000890810	0		SVKPK-RED
000891009_0001	000891008	0		SVKPK-HLAV
000891009_0002	000891008	0		SVKVV-VOLNY
000891511_0001	000891510	0		SVKPK-HLAV
000891511_0002	000891510	0		SVKVV-VOLNY
000891598_0001	000891597	0		SVKPK-HIST
000891598_0002	000891597	0		SVKPK-HLAV
000891598_0003	000891597	0		SVKVV-VOLNY
000892826_0001	000892826	0		NEME-NEME
000892826_0002	000892826	0		SVKPK-HLAV
000893247_0001	000893247	0		SVKPK-HLAV
000893247_0002	000893247	0		SVKPK-REG
000893325_0001	000893324	0		SVKPK-CIT
000893325_0002	000893324	0		SVKPK-HLAV
000893325_0003	000893324	0		SVKPK-REG
000893576_0001	000893576	0		SVKPK-CIT
000893749_0001	000893749	0		NEME-NEME
000893749_0002	000893749	0		SVKPK-HLAV
000893750_0001	000893750	0		NEME-NEME
000893753_0001	000893753	0		NEME-NEME
000893755_0001	000893755	0		NEME-NEME
000893757_0001	000893757	0		NEME-NEME
000893791_0001	000893791	0		SVKVV-VOLNY
000893801_0001	000893801	0		SVKPK-CIT
000893831_0001	000893831	0		NEME-NEME
000893908_0001	000893905	0		SVKVV-VOLNY
000894218_0001	000894215	0		SVKPK-BOR2
000898963_0001	000898962	0		SVKH-HUD
000899174_0001	000899173	0		SVKPK-STUD
000901093_0001	000901093	0		NEME-NEME
000901095_0001	000901095	0		NEME-NEME
000901097_0001	000901097	0		NEME-NEME
000901100_0001	000901100	0		NEME-NEME
000903105_0001	000903105	0		SVKPK-BOR2
000903626_0001	000903625	0		SVKPK-BOR17
000904752_0001	000904752	0		SVKPK-BOR17
000904801_0001	000904800	0		SVKPK-STOD
000904823_0001	000904823	0		SVKVV-VOLNY
000905018_0001	000905018	0		SVKPK-OVOK
000905018_0002	000905018	0		SVKPK-RED
000905018_0003	000905018	0		SVKVV-VOLNY
000912863_0001	000912863	0		SVKPK-BOR2
000918485_0001	000918485	0		SVKPK-HLAV
000918906_0001	000918906	0		SVKPK-HIST
000918906_0002	000918906	0		SVKPK-HLAV
000919106_0001	000919106	0		SVKVV-VOLNY
000919226_0001	000919226	0		SVKPK-STOD
000919736_0001	000919730	0		SVKPK-BOR17
000919971_0001	000919966	0		SVKVV-VOLNY
000920838_0001	000920838	0		SVKVV-VOLNY
000920840_0001	000920840	0		SVKVV-VOLNY
000920854_0001	000920854	0		SVKPK-BOR2
000921741_0001	000921739	0		SVKPK-HLAV
000921741_0002	000921739	0		SVKVV-VOLNY
000921742_0001	000921740	0		SVKH-HUD
000924076_0001	000924076	0		SVKPK-STUD
000924076_0002	000924076	0		SVKVV-VOLNY
000924217_0001	000924217	0		SVKPK-STUD
000924217_0002	000924217	0		SVKVV-VOLNY
000925578_0001	000925578	0		SVKPK-OVOK
000925578_0002	000925578	0		SVKPK-RED
000925578_0003	000925578	0		SVKVV-VOLNY
000927340_0001	000927340	0		SVKVV-VOLNY
000927341_0001	000927341	0		SVKPK-BOR2
000928352_0001	000928352	0		ANGL-ANGL
000928353_0001	000928353	0		SVKPK-BOR2
000928355_0001	000928355	0		ANGL-ANGL
000928356_0001	000928356	0		ANGL-ANGL
000928357_0001	000928357	0		ANGL-ANGL
000928569_0001	000928569	0		SVKPK-BOR2
000928569_0002	000928569	0		SVKPK-HLAV
000928569_0003	000928569	0		SVKPK-REG
000930355_0001	000930355	0		ROMA-HISP
000931101_0001	000931101	0		SVKPK-BOR2
000931312_0001	000931311	0		SVKPK-ODZKF
000931498_0001	000931498	0		SVKPK-CIT
000931500_0001	000931500	0		SVKPK-CIT
000931501_0001	000931501	0		SVKPK-CIT
000931503_0001	000931503	0		SVKPK-CIT
000931508_0001	000931508	0		SVKPK-CIT
000931512_0001	000931512	0		SVKPK-CIT